cell_id,population,gene_0,gene_1,gene_2,gene_3
175,pop_0,2.9198319886193014,2.6497902219713825,3.202083565763818,2.8742525591064494
176,pop_0,3.1442329537407008,2.6290640457946077,3.408233831387536,2.694022576388188
177,pop_0,3.5682992220618592,2.431845549127856,3.2165486802829113,2.748580109726194
178,pop_0,3.0222694785575754,2.812008407707753,3.315902603497325,2.7671630384671637
179,pop_0,2.687127746814454,2.846206383126046,3.4167260499672665,2.5355644505659827
40175,pop_1,4.2717824517214495,3.4473581791619043,2.976335787626768,3.2975063979451105
40176,pop_1,3.675580335681681,2.9787057635281813,2.6684354025958044,3.4174928851848168
40177,pop_1,4.161915934558564,3.3929886496447224,3.24330156328825,3.58025369201146
40178,pop_1,3.3874522174018638,3.100634188664705,2.899669293979926,3.143827002490168
40179,pop_1,3.465338887861186,2.9188018999411414,2.6206926073136456,2.9909881584728457
50175,pop_2,2.7483684857881543,3.617293923660407,3.1084203786008984,2.813885172582203
50176,pop_2,2.9588833553622487,3.2432325333712537,3.1213830248855956,2.863579109172299
50177,pop_2,3.0013869062797762,3.7023081192589484,3.3025896544512734,3.0864530368066863
50178,pop_2,3.025677737323364,3.3962850915164093,3.54087228965242,2.9115306424209444
50179,pop_2,2.769382317268225,3.733455254114947,3.1162948389592744,2.8560390674174143
60175,pop_3,2.6809670818860125,3.3635835306157076,5.942771093285428,3.0793202608462997
60176,pop_3,2.7529889841293693,3.037824484263054,5.697855248261184,3.3309349615864927
60177,pop_3,2.5809551388554866,2.870875705186589,5.723289653507925,3.2867030859751822
60178,pop_3,2.9929367714375354,2.6238433844222575,5.418473255730028,3.20813264146082
60179,pop_3,2.9279661772743015,3.1895994811611117,5.293399761015693,3.3929687544841647
70175,pop_4,2.924628284403632,2.1509409558691117,3.584661899018251,3.983233357442795
70176,pop_4,2.9560392205400605,2.702752500437739,2.839901891813297,4.008312412373672
70177,pop_4,3.105873069147638,2.3144143684308576,2.588132211807647,3.5601715627142467
70178,pop_4,3.148131960766983,2.559681248344545,3.212674451633267,4.123893570473855
70179,pop_4,2.7794273395745326,2.321442843843953,3.2641652702772346,3.9555524886458
