cell_id,population,gene_0,gene_1,gene_2,gene_3
4000,pop_0,3.531529838738827,2.7370360368861513,3.579478227418449,2.381130348002933
4001,pop_0,3.4690040084938287,2.679312957824252,3.3727309905342966,2.812859662594613
4002,pop_0,3.046822195944689,2.9461938185948218,3.08604126315461,2.9621376828775907
4003,pop_0,3.312476182040186,2.2962106338625703,3.091664790958149,3.1019671880237545
4004,pop_0,3.3319335926798748,2.756723562674919,3.2696708682065068,2.6385832734670522
4005,pop_0,3.315016236610662,2.48853771788901,3.4430624033753703,2.784345767402893
4006,pop_0,3.583674398392825,2.4772488442762546,3.61020886088955,2.2386608902547205
4007,pop_0,3.943529091182308,2.8905795847844757,3.312935333515056,2.58226976951779
4008,pop_0,3.533430863914568,2.42960763473143,2.912173849604986,2.543714509285289
4009,pop_0,3.4714473439485016,2.764875707449549,3.455037768212825,2.9532789584867984
4010,pop_0,3.3210825210190826,2.6413790477503545,3.016559331735359,3.127151802797791
4011,pop_0,3.3092834614761677,2.6599163194538518,2.837158285813065,2.802050679206558
4012,pop_0,3.7919933187353765,1.987932082069069,3.245557963917185,2.7210873349032885
4013,pop_0,3.3642399456962995,2.85213608687184,2.854822482736561,3.1155299912211425
4014,pop_0,3.458351229539686,2.585009968611884,3.4178306551898237,2.688421524718935
4015,pop_0,3.3188357932956896,2.674498907452564,3.0077100529305874,2.8195411224774256
4016,pop_0,3.0021706116753744,2.859030367326085,3.569720350626821,2.6070422502433344
4017,pop_0,3.9525187157652506,2.460089505992627,3.120148539692212,2.830017522733979
4018,pop_0,3.0429658977305443,2.7297060579499473,3.0186572974921533,2.69025125877438
4019,pop_0,3.824839850793386,2.4314571785211716,3.207570587081885,2.4281199125710993
4020,pop_0,3.8257858313492186,2.0938491189672215,3.269297180891975,3.086710637315512
4021,pop_0,3.2109344976518153,2.907809812889724,3.0449552879833033,3.110788787730857
4022,pop_0,3.1375293919352205,2.7844994022606775,2.885649845528714,2.7503243703425166
4023,pop_0,3.342055642669581,2.6532825232078965,3.592506008568361,2.4965910203157393
4024,pop_0,3.5961991377454816,2.480591217010306,3.0473286511428674,2.4190968973039833
4025,pop_0,3.1991551654112405,2.5363991828153494,3.1351624039342365,2.378189217722184
4026,pop_0,3.6920403827502963,2.114191285218828,3.145530994701967,2.591523307471353
4027,pop_0,3.6286016371155196,2.387336301311775,2.9788885197071817,2.3080618863562163
4028,pop_0,3.548689284712955,2.3572868570100693,3.06458659650201,2.6438533680303142
4029,pop_0,3.2664648702725545,2.4339141191828633,3.376020662547913,2.817969224785502
4030,pop_0,3.153845669005878,2.7974272009849126,3.5225249080243093,2.562854621606652
4031,pop_0,3.484089128413221,2.4997955692066633,3.429708950290921,2.2812984820333986
4032,pop_0,3.444632392862027,2.7412516875138566,3.1951853277052353,2.826119865904685
4033,pop_0,3.1988761091616995,2.9726317039232284,3.3519792088202385,2.987540377278624
4034,pop_0,3.7560575949411206,2.933040835492201,3.5614493219437766,2.757242774534078
4035,pop_0,3.5150611812019785,2.525752443442547,3.1948113601287957,2.3086888089478825
4036,pop_0,3.292165873239818,2.3651130667438682,3.9495355780990273,2.4897956992494694
4037,pop_0,3.0658649129945594,2.758321063715933,3.1791737609372257,2.2930489794009894
4038,pop_0,2.9254066594742008,2.7343059326464436,2.9817600841257765,2.1768752985321687
4039,pop_0,3.3965377065380955,2.922817063632132,3.69812649172459,2.7295504696444586
4040,pop_0,3.347926363229809,2.573876771845921,3.3874724668447276,1.956189414360029
4041,pop_0,3.2935832291186764,2.6245427107128703,3.4055106791807734,2.1039562771581544
4042,pop_0,3.745951822726703,2.427504047878466,3.2483268259739604,2.58352303533098
4043,pop_0,3.2395372771329063,2.9275580301185387,3.2287727448745733,2.408575109258718
4044,pop_0,3.305203387664983,2.5116061343815557,3.2115525987300364,2.7471613496458755
4045,pop_0,3.106912261628675,2.8779687508996354,3.4247454983310215,2.765704507888838
4046,pop_0,3.5894272996116965,2.677315573104415,3.4664255639061925,2.5634473630275454
4047,pop_0,3.7941664863740847,2.7646125966066197,3.439327134968772,2.59042762197337
4048,pop_0,3.0033371396228694,2.757685960217827,2.939252708120934,2.566869739994176
4049,pop_0,3.334698986226203,2.493282776943584,3.1670434405722934,2.4885082888596495
4050,pop_0,3.2561624504308617,2.758946862881396,3.036374862634129,2.1842092363305876
4051,pop_0,3.432300026164149,2.383606700343034,2.9676785362888554,2.5888496113649606
4052,pop_0,3.460502964742382,2.327090644582971,3.592677099509286,2.6074449969135753
4053,pop_0,3.3332155835512025,2.939097519412581,3.065691925209767,2.784622332368222
4054,pop_0,3.059871834595727,2.824506529283626,3.249495564560268,2.702672889899479
4055,pop_0,3.272730470490203,2.6778147309850304,3.4808507745502846,2.597386466616838
4056,pop_0,3.217838743835353,2.825492465168849,3.5569631601689213,2.7151903313858785
4057,pop_0,3.6697831262780194,2.3761510501333887,3.1979232244650166,2.424797416435288
4058,pop_0,3.4056146167206873,2.505625110728375,3.418610087242485,2.61975741914217
4059,pop_0,3.2392982810296838,2.887157327358814,2.911461232616181,3.162427546519321
4060,pop_0,3.130959394099531,2.6922115156180535,3.0172871264494545,2.690705484958014
4061,pop_0,3.7910706599728377,2.639571180674931,3.345399614325503,2.7005179508780386
4062,pop_0,3.406087473259969,2.5146984410431963,3.438515039941823,2.6845375507674696
4063,pop_0,3.7178688443690278,2.436995194403024,3.622986753577364,2.634843036306356
4064,pop_0,3.6157670084877913,2.7095574806544214,3.289781543618208,2.787773304490372
4065,pop_0,3.507387053086466,2.6827532468082906,3.3562431067500498,2.3331107906391133
4066,pop_0,3.04468886100886,2.6296471392411327,3.6104326664792654,2.9141943538243122
4067,pop_0,3.4828816046625595,2.54013137116659,3.3214409898215242,2.7907368107324277
4068,pop_0,3.26226959475602,3.0493093290626816,3.3875075284778395,3.3040438887838026
4069,pop_0,3.5706893259574075,2.4615924367139277,3.430533066082699,2.6147349958401698
4070,pop_0,3.5025860429625877,2.8462561551241716,3.2427626289869482,2.464449853875807
4071,pop_0,3.7571843076026847,2.924819778519026,2.9336831764840854,2.9700307569290185
