cell_id,population,gene_0,gene_1,gene_2,gene_3
105,pop_0,2.890113130976278,2.79241585101433,3.8164512927874292,2.668159212574361
106,pop_0,3.469483036763444,2.7185510058944216,3.2934095318072902,2.468341577770185
107,pop_0,3.23689751116581,2.7039094483489303,3.561239019835191,2.687738411987894
108,pop_0,3.5903376705052987,2.554452076523356,3.3575344511742604,2.095255931375597
109,pop_0,3.6467321642823,2.605745070869397,3.4386308529632803,2.1485551636462827
40105,pop_1,3.075262665333855,3.1603544373422747,2.8400168206105265,3.3348927052713018
40106,pop_1,3.5419922461583266,3.0734786830769796,3.2963543319910276,3.318382943445172
40107,pop_1,3.1633095904065045,3.1164766100455332,2.766515769180228,3.5053677828368905
40108,pop_1,3.7343862038542395,3.1377512312484783,3.152422150810158,2.986189538144008
40109,pop_1,3.5765884551845732,3.5432923396487706,3.1872483551347286,3.595767197900352
50105,pop_2,2.5549526265015454,3.406566278106151,3.9481001513752005,2.8271255707769813
50106,pop_2,3.346115603282984,3.143736596084483,4.095608225294835,2.6493637006021467
50107,pop_2,2.7346812222672603,2.8577035832068955,3.464966436659502,2.637763219202228
50108,pop_2,3.231521616328885,3.0555991652642582,3.9187988715975655,2.272130418774705
50109,pop_2,2.5589250105820867,3.0184502328949274,2.8819528362157643,2.844404538936974
60105,pop_3,2.8272907480524476,3.2685749933328863,4.127424406455264,2.892395547234268
60106,pop_3,3.1471714590929065,3.3668739002206145,4.051902330577472,2.678916587786663
60107,pop_3,2.750392808214882,3.2573502928592153,4.520267584465761,3.004523289568504
60108,pop_3,2.472013168916557,2.847179059760441,4.390889052835621,3.1646653346917324
60109,pop_3,3.4367810540650323,2.937717162255882,4.359643548874182,3.3209399656007177
70105,pop_4,2.732715424174258,2.71894970288083,3.7345401735682926,2.272127579159885
70106,pop_4,3.283614477080363,2.4850481285646158,3.0436451137104923,2.6734918987270713
70107,pop_4,2.8315077583284585,2.6748665313337265,2.962706961124396,2.3035128139539416
70108,pop_4,2.6960605631446137,2.7143158912869514,3.234017519752757,2.5926481096527274
70109,pop_4,2.776498452590147,2.8772337572281916,3.1231673382517307,2.1255307359239093
