cell_id,population,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5
0,pop_0,3.6192803860103044,2.600447236824745,3.460008304079091,2.4131970568087793,2.812844008862989,3.092416932439219
1,pop_0,3.9111369678660997,2.8388956041228535,2.9842481743767855,3.0879480352856956,2.8702603473145234,3.104431854855236
2,pop_0,3.1623099997227517,2.767842933885458,2.895074564020433,3.1084663673112223,3.213111304879603,3.206314535458617
3,pop_0,3.350768019522436,3.016624835568346,2.891723215084856,2.84891479102033,2.955082114222816,2.820634689087293
4,pop_0,3.2808807222314824,2.615947506501873,2.989018355511419,2.6919940555373447,2.9825141831023583,2.8581455421547997
5,pop_0,3.304418215800548,2.8112306783012193,3.3525067938420876,2.8181109802308217,3.257648582306663,2.8455032801647815
6,pop_0,3.218902705472153,3.2941632460883987,2.654693994631988,3.056947829834704,2.860260089676198,2.7999848918506824
7,pop_0,3.766967861560641,3.104775626887752,3.186562079897096,3.291114396433672,2.7389934840963908,2.840009484843253
8,pop_0,3.3197878028838255,2.9242967540268867,3.505889959304401,1.9679694681641435,2.6348242155618653,2.611668564312643
9,pop_0,2.9233425770337687,2.836924975544251,3.1101897732954082,2.655549861948158,3.0057554219486,2.4311077347288044
10,pop_0,3.4774845719650678,2.7618622920147557,3.3322938256362677,2.8628560394314393,3.4555901807331293,2.6746519946459224
11,pop_0,3.3719951542313487,3.222627433657316,2.879378017604291,2.775635633782297,3.0145211481928054,2.6901778744286866
12,pop_0,3.385404002087419,2.6098373399803028,2.895654524066228,2.8200848523618824,3.1523548047281937,2.8702378698687663
13,pop_0,3.6011584844729483,3.048189693426725,3.007716336231254,3.467717778527701,3.505102988793527,2.656151881037006
14,pop_0,3.264345155791606,2.5415145613652297,3.007466681240865,2.498808330710042,2.701306395169618,3.0101952466128727
15,pop_0,3.731866163176981,2.75309520362019,3.1946363352274485,2.9254357595421134,3.114969919351019,2.8203582236323936
16,pop_0,3.3534734968368616,3.1986870266190417,3.000384948757688,3.0291576323815295,2.97016308543399,3.2802872389934254
17,pop_0,3.8388236112347163,3.007490711242278,2.6200414117887343,2.888180961333801,3.5106413068343154,2.8487158988075865
18,pop_0,3.981970844638854,2.786582336629049,3.128444440412765,2.5467898346015883,2.8960064659831133,2.952739728956494
19,pop_0,3.6403537775436647,2.40891362763893,3.0188531343965734,2.5705094359662706,2.8077118355618023,2.9279213156743205
20,pop_0,3.514947180110834,2.733678730356936,3.198571514366612,2.9226275474083274,3.1062777404408926,2.944797030164436
21,pop_0,3.351242258605825,2.888894213585674,3.3169201871401923,2.3482072845168718,2.745152815774728,2.7418648666319863
22,pop_0,3.482207779113356,2.8414711863878286,2.895756085119627,2.698281581221026,3.003229362982996,2.6527073574929396
23,pop_0,3.2760694593711386,3.014641650679429,3.334875370318856,2.239846279608104,3.223796376960381,2.6469323321605343
24,pop_0,3.6906275724415045,3.003988437291444,2.906323615651734,3.5479231823020947,3.3743722993012244,2.8130622568623593
25,pop_0,3.280732017410203,2.6100749297129386,3.4362978746298594,2.771373743547291,3.356013129260714,2.9176345609236516
