cell_id,population,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5
0,pop_0,3.581141067799975,2.670099707480165,3.2486794516024573,2.428054447795494,2.6129324858817187,3.248052339056724
1,pop_0,3.788099885492435,3.068019633151611,2.968006222421203,3.1430900505876695,3.4517007633462766,2.782790842005218
2,pop_0,3.3297837294815213,2.6578037234565706,3.210215015291712,2.778184313119702,3.3625769586108394,3.217145099383989
3,pop_0,3.4534505909105273,3.1346023504860026,3.2886756703793374,2.5195111629256433,3.057736551103821,2.7117737338938652
4,pop_0,3.4136996555615355,2.837325621620926,3.2938249546896405,2.5728787998871407,3.310324745201487,2.3406607674865287
5,pop_0,3.265359449781374,2.8329467538667554,3.2637596540796827,2.7971371402980414,2.9510392246725647,2.9555502749594313
6,pop_0,4.063756425090188,2.9624842991629365,2.051030029514105,2.9292031353467327,3.115344102496385,3.0884450301388306
7,pop_0,3.7781875857383693,2.363330538552343,3.7394468049580025,2.793300803452757,2.9194864114285664,2.9988619825520892
8,pop_0,3.501756792058253,2.982092298200415,3.73146959459724,1.9601970218179898,2.731715292852114,2.94857627930275
9,pop_0,3.4874141802437957,2.728151925354585,3.0167266474061725,2.204728747259123,2.714777222134104,2.883671712529855
10,pop_0,3.6074602183308184,2.9582508142910915,2.9705117072377316,2.631596176207725,3.2370474945902243,2.83856218201082
11,pop_0,3.2445744434358836,3.563451227785931,3.0938176199426044,2.917609773603965,2.9584628283067493,3.254332499927241
12,pop_0,3.4766448394557483,3.01677873382177,3.3326926529559304,2.6136772765671243,3.150232609227416,2.8500389254211482
13,pop_0,3.543870523629847,2.8983420295147937,3.2624645801172543,3.479094970128785,3.5613285027568526,2.428761692845392
14,pop_0,3.504178357820335,2.537863025911233,2.8545142157511147,2.5168039098409087,2.826339685810295,2.862963076465466
15,pop_0,3.3623980529300916,2.844439102326462,2.7551688033406316,3.174009199208508,3.3823933742152734,3.3670878407756786
16,pop_0,3.630310178882436,3.219339701833335,2.942192941806779,2.974848371093749,3.021186563170826,3.2413766023135824
17,pop_0,4.041624588444153,2.5759077413473004,3.3696156169312097,2.435802657775723,3.2301079110967037,2.9072213647753964
18,pop_0,3.4891603461172584,2.951201730981281,3.544538613360058,2.995895745204859,2.756583269413711,2.671272771076518
19,pop_0,3.4365449530948893,2.931079804473996,3.1281023786030873,2.8182649352862663,2.839932617556631,3.039844195399106
20,pop_0,3.4240886787129754,2.7760178311732555,3.361016686151217,2.8103202210496723,3.264482632527677,2.8566108485928248
21,pop_0,3.4562429738167326,3.194334845620385,3.442277881686958,2.1931920169141095,2.702303512058385,3.2980755349090543
22,pop_0,3.415479980012736,2.681230749349383,3.1879383129446115,2.9960440686102223,2.8848672299488336,2.984819723233572
23,pop_0,3.047724143258671,3.220796293212601,3.097373544091947,2.2650377363436642,2.6876657089278075,2.7505065975175285
24,pop_0,3.50763825533735,3.453415315241732,3.3009428299607144,3.04689028403632,3.444924136961939,2.692998116722481
25,pop_0,3.511408662408443,2.9521675455080594,3.0321063219395255,2.7137742137725818,3.6814391086179934,3.031409624436028
26,pop_0,3.660357282916358,3.270221973129105,3.4804322607676412,2.478455809092139,2.867889118921404,2.707769050532747
27,pop_0,3.271448548655855,2.798942066148324,3.2337192651414792,2.8191389833391183,2.9463379087739003,2.9278693768594652
28,pop_0,3.4619564229522335,3.107125768436818,3.087409130718554,2.9365120043679402,2.9023364527983664,3.0782880225857867
29,pop_0,3.2068898152184415,3.2410757784546225,3.0132615620759142,3.1385087021829645,3.020676169910829,3.0758665903996407
30,pop_0,3.6575495288154887,2.644238473719376,3.37892777567388,2.7837599150444476,3.174397037434904,2.9852442044841396
