cell_id,population,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5
0,pop_0,3.8036844292815566,2.2883393527706253,2.634882141345737,2.8660767948944508,2.519931075555253,3.2246366691755
1,pop_0,3.3611090632579206,2.6045717447324988,3.1483929860106623,2.74577937119462,2.895216923559875,3.0178819144082634
2,pop_0,3.5866401736709386,2.83511798348016,3.254128479288331,2.877193418250265,2.926966480127491,3.3133691481017915
3,pop_0,3.079195879562785,3.3089766044545166,2.948368367954243,2.7154101725779642,3.0340387984729977,2.566872293845527
4,pop_0,3.338309375335932,2.8220831956567287,2.774727021385812,2.759900379054092,3.0013956430639515,2.9175051767132767
5,pop_0,3.5827396289815856,2.8753293742453763,3.3255860707401252,2.949309042302501,3.2260559161846185,3.160621399530308
6,pop_0,3.0600594120480844,2.9966483379853956,2.8815870043642873,2.833785645894043,3.0502543099565966,2.633924766420398
7,pop_0,3.7769105032538994,2.8954784626955727,3.164736788878111,3.0620063820311256,3.083268306582527,2.5059450729810173
8,pop_0,3.403050997947544,2.7403322231061065,3.4989117394359295,2.236354419119982,2.957792288617965,2.680665800158854
9,pop_0,3.351219157112122,2.9119620515655824,3.0243387784053284,2.653785644189332,2.930684794273179,2.5213299882980618
10,pop_0,3.5679906832479515,2.745167295407315,3.496869197487821,2.5526758469314044,3.4314282316795266,2.811438255939031
11,pop_0,3.5139587385552598,3.2738798934663023,3.0640833322018253,2.4921420672099717,2.8691010503990073,2.8433359598883077
12,pop_0,3.7311502077403618,2.6920754392122426,3.3009560604816386,2.9852985414056326,3.2056945262513055,2.9902439876945217
13,pop_0,3.7857038748408596,2.5971389857346927,3.2436715387561756,2.9839387550569447,3.3277080535677244,3.395971105206125
14,pop_0,3.5817423127762753,2.5978350173628693,2.8123678464133235,2.107072345556098,2.7223631519550446,3.0029605659231233
15,pop_0,3.6957609945604846,3.0224104692394023,3.1230762768980687,2.817774063251984,3.280669945234765,2.804441783384938
16,pop_0,3.6025797509900013,3.2325059815147275,3.016175726092019,2.9605920576522364,2.4148990903123004,2.97571137288017
17,pop_0,3.5414391604436886,2.457429807684791,2.1344702012604517,3.061197703833482,3.5716935553654974,2.830269591562971
18,pop_0,4.067198671618785,2.349619553674355,3.281257516844985,2.296389345117939,2.9248633443855585,2.7470124200604076
19,pop_0,3.662312309178105,2.491732215199702,3.1639608424564094,2.7348951064362255,2.726705706375703,2.793031498143167
20,pop_0,3.550831793002871,2.6650873958511503,3.285798507600267,2.944391155850742,3.273340831380536,2.6649786929474626
21,pop_0,3.206440300254367,2.8097108126954446,2.8866774476563033,2.4546533041061642,3.122140537165234,2.6352342728827356
22,pop_0,3.5145166232051306,2.6108205512915053,3.0952992367275227,2.739407463526914,3.263150580440232,2.9516409292005514
23,pop_0,3.704426156072032,3.0964198923469195,2.995653611176745,2.6097050233392434,3.2354811167100057,2.528328945139271
24,pop_0,3.64466113400193,3.5183464981709713,2.953988468626226,3.592109280929596,3.5549465474969697,2.735309828386686
25,pop_0,3.367812572600814,2.8969195380978014,3.4693549003190247,2.738549941727008,3.3129912634566208,2.9273483130485367
26,pop_0,3.597022984544271,2.5414157418445913,3.3380558587192066,2.160677809037137,2.814007360813042,2.7076382478916394
27,pop_0,3.5723941103205337,2.866916444964763,3.2297616303747927,2.452092896617967,2.903829769414602,2.3724766113447164
28,pop_0,3.3045262812489353,3.2411250028041096,2.640480401968487,2.344995283898045,2.823560948295147,3.010101747374515
29,pop_0,3.143830532571075,3.601522075019967,3.2014507648649113,3.2665592324070767,3.276635982675356,3.144215072517696
30,pop_0,3.707747772717599,3.009818630950209,2.9316975525880364,2.6130268788210858,3.0234632351731636,3.10999534591037
31,pop_0,4.024047723758752,2.6979644650640107,2.4138443674056353,2.944099101710499,3.0168625162692098,2.832190352902137
32,pop_0,3.0609250290048804,3.144212029504452,2.8087278499102273,3.037523875501548,3.4354582045057387,2.292425713308583
33,pop_0,3.7923207506185963,2.396611017823805,3.1686632817434672,2.4994786946094036,2.6203503382514053,3.0933959679647405
34,pop_0,3.6716465410890056,2.8582241843628853,3.157436705386762,2.663720705161422,2.5933621287251714,2.8949515049933665
