cell_id,population,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5
0,pop_0,4.651993759495444,3.454416887572069,3.709120950475703,3.9241765201815233,3.7603656965570003,4.350649532946167
1,pop_0,4.589551536066501,3.734652176564359,3.6583635883129095,3.9621032862148025,4.406032186663488,3.5803963817267697
2,pop_0,4.379234641013537,3.406848268704005,3.982251197005721,2.998497900636722,3.7737050745586616,3.9662743864300882
3,pop_0,4.323876708105969,3.7886554654907916,3.9886896506234946,4.073318109371006,4.114504521792838,4.189098642249947
4,pop_0,4.521191680663411,3.7207783748135816,4.117231673864141,3.4989640750254827,3.6307216167082035,4.057826005073924
5,pop_0,4.311136096310525,4.092680180318122,4.134612011897477,4.146974670772824,4.024712483840642,3.708229816365057
6,pop_0,4.603256884790278,4.203609852206758,3.2597702765649452,3.5584965599048877,4.049733620569396,3.9567856264673433
7,pop_0,4.349642467775317,3.2741468961881126,4.481104610234323,3.857529695030911,3.7464068366240624,4.174738476732343
8,pop_0,4.320647519408269,3.8577365915189543,4.036335607628714,3.3053296259772966,3.3641955629638574,3.9525905507197563
9,pop_0,4.958049779207779,3.625969771051605,4.316547467002822,3.4780086905354737,3.41533446269725,3.8902121378104613
10,pop_0,4.814358221990406,3.7396828158621385,3.952927762984919,3.3780473095432586,3.6191260088780663,3.5755136706116155
11,pop_0,4.502310326313355,3.588069154562763,3.9052161891850234,3.8953728096217457,4.118985724447677,4.138004254572207
12,pop_0,4.411781419066443,3.6635075667592716,3.98254777263966,3.5703978407483903,3.6106651638932075,3.8579074151040174
13,pop_0,4.352919180141018,3.630390497787365,3.6842162957966496,3.860075715941999,3.8943766373839135,3.8750522045061135
14,pop_0,4.748957661651537,3.524279882557106,3.9454328289218856,3.440238008432601,3.4658199300616417,3.8855557380955026
15,pop_0,4.5348532620426925,3.443092225803752,3.9931130305113074,3.3591900572516984,3.7625433059259503,4.03609810661062
16,pop_0,4.408198524635692,3.9825602458874303,3.5145661219874236,3.2630656485351355,3.751275589625224,4.265519087626416
17,pop_0,4.1549302201987866,3.7598131276133575,3.912696334382494,3.111834561703756,4.050757009595758,4.415743055280701
18,pop_0,4.6393302242485275,3.605894800284412,3.9300810621544424,3.695342237913755,3.7385655228114847,3.908779458671157
19,pop_0,4.479989982122258,3.3408671495345263,3.8850474929431145,3.4492489702923534,3.6324946034854206,4.573099169912532
20,pop_0,4.443085666237754,3.90722154657774,4.120250177422672,3.554006044106061,3.9837386920011504,3.8411270409414446
21,pop_0,4.567616695634379,3.424350487644384,3.8830501294529465,3.2157372298005478,3.513965719279524,4.424703139857353
22,pop_0,4.761039776393628,3.5328689062593814,3.5012986191864237,3.899544210816879,4.002464391703217,3.9357246475417735
23,pop_0,4.783452232142737,3.914203250388331,4.025493453555355,3.3302827367248162,3.434354249246988,4.101773844903726
24,pop_0,4.245471955351368,4.122935479841612,4.0431884785894985,3.6709523670300173,3.847437238823373,3.7004511013198096
25,pop_0,4.2623617390889965,3.874352654842132,3.778191841534068,3.874089714775993,4.1407166096292904,3.5622435170516398
26,pop_0,4.6794751104312455,3.9920243593374565,3.97249043995276,3.5555967757115847,4.033049566319937,3.5470860555602575
27,pop_0,4.159166531522556,3.462620637023995,3.9123494819609377,3.344488293776288,3.6183635220768138,4.068656291341673
28,pop_0,4.372403132403929,3.9110513910363824,3.9521464493584344,4.001998169441694,3.520406817778813,4.1974416668193175
29,pop_0,4.163092718541323,3.9696385471240507,3.539462114116404,3.769165334887389,3.701836734542482,4.088443342260395
30,pop_0,5.091291588733201,3.6470745815849415,3.794670124370066,3.5319772027490735,3.7350915929294857,4.177995200712941
31,pop_0,5.051220004663184,3.3364699116223435,3.8154766038995973,4.103240298421557,4.117008844389574,3.899698247915501
32,pop_0,4.5827007062825444,3.8415997419170385,3.9245406599842294,3.323564704445697,3.832513033318242,3.8133594085341893
33,pop_0,4.606147937765402,3.432123047955858,4.275168471923639,2.967314532589496,3.6593933298269055,4.1901685973149965
34,pop_0,4.363600052139891,3.8671289661373054,3.627717167435708,3.2986743304631996,3.7852878330868336,3.7232134230883993
35,pop_0,4.785312490042562,3.9102116726160197,3.6718365940959568,3.405519133913714,3.623558808131799,4.238484320993899
36,pop_0,4.724752178677635,3.2883169147033553,3.647699221686995,3.930053974045129,3.865450133373522,3.82943679320243
