cell_id,population,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5
0,pop_0,3.862920243786777,2.827376372291108,3.3895323098458636,2.562107345025093,2.8240698420784756,3.433983006389233
1,pop_0,3.9421472471348427,2.9240744961031657,3.0786388421076616,3.297076375067014,3.4352979725642974,2.985877615368228
2,pop_0,3.765088167180506,3.0556394063143024,3.393048766099631,2.8760376176494664,3.4473541912946746,3.5443265428655204
3,pop_0,3.9482756833188213,3.47254646491635,3.3363883360774236,2.83090615671044,3.3238373912960273,3.217162272615714
4,pop_0,3.673835081334766,2.979688657327758,3.4810647986016274,2.8882444544846204,3.2644210087726515,3.084945513753536
5,pop_0,3.7138210665270504,3.13967699142516,3.401510836387944,2.665105228297425,2.8515131777202405,3.330448487778402
6,pop_0,3.943381378522434,2.8639439783732605,2.3978492428976206,2.96406931795557,3.3069988773890473,3.272041420919621
7,pop_0,3.8656728728057757,2.3726494499474686,3.6264062597408007,2.74884960260375,2.974081392731014,3.231819179645722
8,pop_0,3.830256774213579,3.469207493175601,3.8071167712770793,2.117743092418269,2.6352872090487054,3.7273595770660846
9,pop_0,4.0068553650406304,2.6901541300302143,3.307349676160099,2.620165254185287,2.828063811255037,3.295668328113043
10,pop_0,4.1075154568177386,3.302911326715235,3.480811724643147,2.648426427150653,3.1737474136220127,2.988797408695258
11,pop_0,3.7997292000013445,3.592354872373633,3.2446967449529773,3.391299107197364,3.1767541626338516,3.5881822982225597
12,pop_0,4.171150987047606,2.952868118035627,3.485109427987047,2.702085940363764,3.1658752777761605,3.4990080682697657
13,pop_0,3.8282845174425524,3.319467743654995,3.5452386289120863,3.4976570811481182,3.8158413748564852,3.1505954546628447
14,pop_0,3.9629553499685892,2.8045358547761303,3.1106868677672757,2.737219119546741,3.086404025822555,3.2744268544679955
15,pop_0,3.6702362133990176,2.9512504996690376,2.635720284302549,3.251247220371344,3.475575401599313,3.6743955600424463
16,pop_0,3.8248967363280273,3.592105943037397,3.3184336187059578,3.2075807814118806,3.205867312375818,3.7953461557398493
17,pop_0,4.122294425139885,3.1608962370495792,3.6321947039709777,2.58790705957977,3.3135299439725228,3.4175832959550734
18,pop_0,3.894331605357779,3.1346270784054435,3.7338651332044135,3.211467015766029,3.1243676143007555,3.045113264199994
19,pop_0,3.7648250985272256,3.1753950550725714,3.138879880257583,2.9098115505647115,3.0370734275142244,3.5258748888436964
20,pop_0,3.9247348643827498,3.1669287178547707,3.3975640329246164,3.1663931363662177,3.3305420010837476,3.2362158286739744
21,pop_0,3.7875974324392234,3.4592906394973135,3.3757616396723154,2.4032416959373095,2.8173721708103208,3.886917165928953
22,pop_0,3.8480997952948934,2.8448908457887274,3.127086316015541,3.6624846102813704,3.055439484709527,3.3861967475425367
23,pop_0,3.306470046942827,3.366389905715104,3.413465654085886,2.4718153812987738,2.9853121804128615,3.193566634614516
24,pop_0,3.843316859285698,3.5285384207564663,3.302289238613075,3.1208174453643838,3.453866351430307,3.0961135098181485
25,pop_0,3.827754650668875,3.310102930402012,3.401743674537788,2.9277626275650195,3.588130578933579,3.4385349194606154
26,pop_0,3.97245664850003,3.487393613146409,3.43511977289763,2.7596097390644068,3.121307983907296,3.3583526571373015
27,pop_0,3.7309864107434825,2.916301762002873,3.7090203305521383,2.9234574496705075,3.2656125230302453,3.420138065408284
28,pop_0,3.9526535043240485,3.561579193864963,3.25816327386395,3.1352507057017456,2.96688745478359,3.6328473074068808
29,pop_0,3.3938730032103446,3.4786115301828344,3.031199579462023,3.199452421179537,3.331989054919714,3.4644217870922525
30,pop_0,4.084500300712937,2.930284279926048,3.4887294890475595,2.908664850354856,3.1518024035329812,3.718676247062325
31,pop_0,3.9137345143483424,3.06512845529599,3.2461631160306488,3.953953414302837,3.496961287626115,3.6625707343010765
32,pop_0,3.88148629211534,3.080441306083428,3.2813838898021466,3.192839350776463,3.3264775060939593,2.974993862237337
33,pop_0,3.7403783049548265,2.8698940280497,3.6578535349132766,2.895489419635238,3.033330626656036,3.6136175653476115
34,pop_0,3.639708083274633,3.267634032941233,3.7527369518943137,3.549374852600394,3.294944377688889,3.4386522631502845
35,pop_0,4.0092316561473655,2.8441089166413533,3.474423388909705,3.0238030595016934,3.2600978229325044,3.257440523050339
36,pop_0,4.0247813572271935,3.308237979876263,2.9089540311365623,3.627759234617197,3.507434171303071,3.404251243008625
37,pop_0,3.826901858309329,3.038370802316719,3.30798127660238,3.224008399145757,3.021561490889398,3.423977426878646
38,pop_0,4.031746454063002,3.1532941113006427,3.1958487537699454,3.0662994757134467,3.2228491443518563,3.4753383868973815
39,pop_0,3.5002126885211338,3.4224087461687067,2.9055580577174354,2.631311627174566,3.636053293028044,2.917092553538691
40,pop_0,3.893823044108151,3.016375147787685,2.9487789115275858,3.156698029138626,2.8838752187560552,3.6277154294103493
41,pop_0,4.019848109382653,3.1218935297429486,3.032571937761822,2.8097106193673183,3.3991262997180054,3.238064911434582
42,pop_0,3.670616303484619,3.4322507357258454,3.3058561757641565,2.950081014641721,3.7408105250314665,3.7568592003270647
43,pop_0,3.8973563169612953,2.948061515399659,3.365556468849566,2.5001183223934222,3.3851476569850023,3.1496052303647084
44,pop_0,4.018664698583949,3.1693375284333043,2.871060382068744,2.823583512278214,3.1975992051489683,3.1462931788597026
45,pop_0,3.943571628607971,3.089474402640752,3.237207207134553,3.492741849824078,3.7074581908532904,3.039772165877277
46,pop_0,4.210301418242746,3.1832967955987717,3.2593116966229103,3.4422994856638964,3.3645242117115766,3.659972068546092
47,pop_0,3.5694046409639353,3.3075910588069806,3.338873038390723,3.2806424150475553,2.861904213586782,3.3111190746139463
48,pop_0,3.5179474087644946,3.574847871248604,3.3600237603524734,3.233302373233226,3.275310346966395,2.851926408689166
49,pop_0,4.29356676880724,3.358455207632992,3.385678330150511,3.0570449001980236,3.4214855117926,3.0246399599924216
50,pop_0,3.6569229307252145,3.086294844959079,2.9406356764393187,3.5254755658831374,3.4232434575123034,3.379718674577077
51,pop_0,4.162695731913356,3.3727573233800054,3.723813799712087,2.50730960047611,3.0409583128697792,3.25764383317557
52,pop_0,3.8919203351435674,2.9148907905947965,3.4475566595852385,3.083398384085222,3.421436555688283,3.545951478472777
53,pop_0,3.914420424022189,3.1897136219306113,3.357644978950696,2.942371437429459,3.2343033026665386,3.2035343891466654
54,pop_0,3.869072627431557,3.234243854405938,3.309883985060806,3.28936485888277,3.44072078331897,3.228180558412398
55,pop_0,3.8125833870308137,3.119747940065899,3.3772442291437264,3.0240554112299556,3.3034799872422247,2.9282687206377607
56,pop_0,4.110481175153759,3.2407070881995432,3.654491738130899,3.159781749971891,3.492726501202418,3.1519762967888125
57,pop_0,3.5514754214663293,2.826396938869423,3.501699542854868,3.2080190195268603,3.2356499112086,3.3224524070282837
58,pop_0,3.8354323910733714,3.167563642833374,3.435285767959762,2.9886073257786148,2.9061291274372154,3.171277715240002
59,pop_0,4.010378818646984,3.1216681336523977,3.445226401506118,3.091116157085097,3.375843512940674,3.133659202489341
60,pop_0,3.904270592316113,2.7021217772026738,2.895765969309547,2.7828103074675803,3.0236426383885986,3.635623479229006
61,pop_0,3.4245783824140887,3.575150500400703,3.143100961591803,3.623513579848368,2.9316181376232686,3.240784875910307
62,pop_0,3.7686712010597256,3.2107008710708365,3.547951997744552,2.6653790591393034,3.2403778033571236,3.4885021363838544
63,pop_0,3.6521549545758263,3.309370747815002,3.5776523785554932,3.1370692566024667,3.298903870830838,3.169425483270243
64,pop_0,3.8227374157834952,2.9963191603303936,3.3740990244640687,2.7671720410631813,3.4276432963793018,3.7683323565411464
65,pop_0,4.14433637385791,2.8091054722160846,3.489777438199566,2.7653811230545857,2.9834820960832276,3.4576069716167237
66,pop_0,4.4523236244686455,3.413703802212743,3.083284438764953,3.4139049297311015,3.3700040544621506,3.7000164077234063
67,pop_0,3.8098287216813467,3.342039628490492,3.017827580491979,3.1719475135408306,3.2392799068683873,3.696171778867787
68,pop_0,3.6532309948696002,3.251242923742917,3.543516194747174,3.264729299824126,3.093205951655058,3.664101462780475
69,pop_0,3.8122268948586426,3.5198527523770875,3.3353206469859447,3.286200405282041,3.210750803063979,3.6875372208805617
70,pop_0,3.5405906694754004,3.3122382567169892,3.64183006964781,2.6851349482256253,2.785987554850335,3.5030144098335714
71,pop_0,3.9566706719270854,3.0365113786141236,3.101103527331121,3.0371162739040267,2.7675352915053386,3.6026436287097887
72,pop_0,3.4674150345764376,3.4148249175265395,3.4284427082030917,3.6121385998479227,3.4259103340505037,3.217847440574646
73,pop_0,3.6483870287692977,3.3415873461238395,3.492864035025822,2.892874984811158,2.4932177571093153,3.5199148752586162
74,pop_0,3.8986011693868057,2.78349575888051,3.7229079963523044,2.4124545336096377,3.4377226210968677,3.3371401337019813
75,pop_0,3.771857865203859,2.9122606704895464,2.8985965167516476,3.9376533153978546,3.3637649951461293,3.3705373659353484
