cell_id,population,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5
0,pop_0,3.6014181837174593,2.4076908983574556,3.357838932614147,2.2484860623114153,2.5992925435318734,3.0891214238475273
1,pop_0,3.535662159228032,2.83666768846643,2.8586211624907456,3.146860928369085,3.055101908119684,2.9461826372508257
2,pop_0,3.2056330839582197,2.4723688030156725,3.0068728124824595,3.1250191872440394,3.3142506250523676,3.22723130606514
3,pop_0,3.5225890699416857,2.881760887454789,2.9303091481511077,2.7467441038335996,3.1809838813663256,2.9344905050970596
4,pop_0,3.3288095072784416,2.6708225219387542,3.151692385166354,2.657475314518409,3.0883956813665954,2.5899931286349007
5,pop_0,3.2678400644928645,2.8383318454663202,3.216258566326116,2.486705076973703,3.14864253745276,2.6938448838245934
6,pop_0,3.496497681804473,3.085365902095017,2.373403932605594,2.9250743870083955,2.9334544212553,2.89061444793852
7,pop_0,3.5065541544320453,2.578303796311981,3.3466967208531684,3.0615399031502206,2.828203030875887,2.733889679308818
8,pop_0,3.256100374912388,3.139134459987334,3.570344401157238,1.9923353947172253,2.552392923414685,2.647020405703359
9,pop_0,3.06439555516772,2.3954598587910687,3.2278019933169424,2.3292212460978865,3.033978853321212,2.409759602551008
10,pop_0,3.775256073766844,2.6378165719099167,3.295478420148338,2.994773942364793,3.5496489501550563,2.4236018588387584
11,pop_0,3.4493386118551985,3.2772775379890517,2.9971146097980768,2.90622168310519,3.086302406654192,2.989104514758348
12,pop_0,3.114824181649307,2.701592193343383,2.8517412166927603,2.9353103101418982,3.126627316716253,2.784500093848594
13,pop_0,3.574604486157103,2.990453624198216,2.717603182787829,3.7775463152604827,3.467624602561277,2.624338762886884
14,pop_0,3.397971492753148,2.7061530416364903,2.9166496082932785,2.4279311822742495,2.700255953766578,2.6074118122606174
15,pop_0,3.48182643579131,3.1365180534609736,3.0644854781192152,3.0847554835748467,2.810373427646463,2.879685439785012
16,pop_0,3.516890956087181,2.9921594423659363,3.164636834846664,2.794357262238881,2.957108929072502,3.0764425946480882
17,pop_0,3.9097699396751397,2.553784384350161,2.7928845645314437,2.559015483083378,3.2193928919595862,2.673173257224969
18,pop_0,3.7963327126918465,2.7318934379421114,3.4504966949257923,2.3218324749481978,3.0237695721767293,3.180135742945634
19,pop_0,3.667831542184624,2.3366960024909913,3.0009853085342684,2.754095579433493,2.8601032125210897,3.1810864721789227
20,pop_0,3.2097586765943493,2.634727700653489,3.129348439427142,3.03293220693301,3.064073056496639,2.7634913439006357
21,pop_0,3.549552883852436,2.922491255574154,3.319943862068841,1.9565146153317197,2.9014228400263504,2.7814147315359223
22,pop_0,3.378487963130768,3.0734199707526066,2.8096801922733445,2.944375258620564,2.967947083261445,2.7555526566243445
23,pop_0,3.143837324714566,3.1959543964747663,3.19515857337719,2.1639318359312227,2.9855629619194386,2.7133949068685737
24,pop_0,3.787634730000896,3.1315901922578666,3.0443973837911176,3.4202147474585898,3.447171572552959,2.912759133421054
25,pop_0,3.233752256522363,2.8073032331927545,3.3737068957629686,2.6381171292918126,3.2826472136111793,2.9455936196416133
26,pop_0,3.3578187814147067,3.2698224635038082,3.109670303489222,2.309913842230919,2.792082282415328,2.6873403570673533
27,pop_0,3.67800173702211,2.742690933010379,3.233631086233599,2.6797985559882758,2.9532565132944746,2.6626993813902233
28,pop_0,3.422582475240662,2.8756429878588188,3.0470248976009873,2.4047982585913923,2.9094545038461117,3.0646608400514275
29,pop_0,3.2705368321112136,3.4150632175539415,3.274975124702164,3.339448978851451,3.008790519674493,3.142527777130442
30,pop_0,3.8680068730148207,2.7221653016785656,2.7957460225967727,2.843775776509186,3.0000476579753337,2.9726457131156168
31,pop_0,3.701377289180204,3.0004238052906596,2.9150701816270987,2.8814780234493713,3.1893500582494085,2.746941278398193
32,pop_0,3.254811741959394,3.1980740000779644,2.4802423279523387,3.0329113842498447,3.2810322059116155,2.5625115788057755
33,pop_0,3.612757464582735,3.067326924598246,3.3181363639759645,2.8508063669237735,2.9617010301397184,3.1024072056143366
34,pop_0,3.366928381052688,3.038009739089629,3.2488864524894834,2.6627273469400734,2.9689014017428685,2.747994488595834
35,pop_0,3.1783856987237558,2.546481422791731,3.1259500078519697,2.724584941251306,3.180816135332026,3.043206602476746
36,pop_0,3.392879029193105,3.1852809285557786,2.7042913824728396,3.2208671985989095,3.239860478336989,2.699786238608778
37,pop_0,3.391085276787092,3.1917667134517234,3.1034345287562553,2.434010261990516,3.0211070860414146,2.8531798319455093
38,pop_0,3.4517453917246725,2.625366499309876,2.996792060353532,3.094399973269783,3.0116613607138647,2.80754269382211
39,pop_0,3.4163092408585487,3.074119452579416,2.945429309926971,2.8892109146603775,3.6920711212643447,3.0135713337390757
40,pop_0,3.4356436983826617,2.7315323833556837,2.6259686116031107,3.397131375083497,3.0551056401465075,3.3433610780685337
41,pop_0,3.346437611218903,2.32954077635571,3.1500368509538506,3.0962116723995385,3.233537472081676,2.4706179946816125
42,pop_0,3.230436200805518,3.1208385429994836,2.7512689122696137,3.0100605503845523,3.4629762204110044,2.703619754783303
43,pop_0,3.714711558992812,2.488616385223158,3.3069962584207198,2.883816809508194,3.335018095756364,2.833704351614291
44,pop_0,3.536672008596701,2.566264132304893,2.4956066364477327,2.9843073180527133,3.078832506635159,2.3924596747046896
45,pop_0,3.251519098851291,2.961839464707885,2.537816970567934,3.038936753087411,3.1958919282133857,2.445254913782937
46,pop_0,3.1987947659005176,3.1517548619050224,3.1654216839168803,2.889178771474468,3.158270057784816,3.1152942048043597
47,pop_0,3.4396246053462085,3.1613350759025933,3.208157095737669,2.910531148880342,2.953593806938348,3.0779327560152727
48,pop_0,3.2362836173005856,3.3115027273156046,3.3331651122435737,2.7213457431048185,3.0386793608602103,2.947001992885555
49,pop_0,3.766800459836818,3.0862830498862044,3.348239555458672,2.785432367762772,3.0276868159671415,2.7483934216153263
50,pop_0,3.201311619425033,3.03922735040912,3.0591206020512915,2.9446434736152653,3.0608816060945263,2.9511364146263768
51,pop_0,3.5063188700500274,2.7759274718570888,3.1846980123922823,2.541130698556273,3.17718345529182,2.4509797837043203
52,pop_0,3.495646138197009,2.4722729272540054,3.2657305988163623,2.587880126255269,3.398093054884992,2.412600147191051
53,pop_0,3.6191239157837836,2.945802341178445,2.9026785576714755,2.6807779862683336,3.1423167496871516,2.568817693695751
54,pop_0,3.214546031220935,3.0543685577433797,3.2817166484424423,3.1513914027403547,3.5558250535695,2.471778921897014
55,pop_0,3.512318896364122,2.415608296705061,3.0709257779813344,2.7470976341561486,3.325577245403248,2.6581617874545382
56,pop_0,3.8164689908376093,2.621531968940278,3.2371499906417114,2.726255700134199,3.376441539340036,2.727016413568169
57,pop_0,3.518836944768268,2.678127460624889,3.5350453671160693,2.6984464901952157,3.17691784718152,2.5280920628846384
58,pop_0,2.9446469480282245,2.7014404082356047,2.9565417927905715,2.38494343234261,2.62571787725315,2.6745006957284643
59,pop_0,3.641250700740736,2.7774911031521303,3.1869079645012564,2.7617438294436614,3.344340488849568,2.651954559167053
60,pop_0,3.4604931914571226,2.4782944001732585,2.9828391486393286,2.3678560446569072,2.9999955157794793,2.547671206119846
61,pop_0,3.19178957259643,2.7820803016927798,2.577124522951736,3.018794142502918,3.2639356579750674,2.9440366454807667
62,pop_0,3.589965137314991,2.7467220312230576,3.4437604723409594,2.674672307388846,2.8890916164338205,3.177893040324946
63,pop_0,3.2788760192325905,2.8910313038877766,3.469800654834337,3.079984861132758,3.248829905327006,2.7362091478830926
64,pop_0,3.5149147408090973,2.704574465912171,3.0842074701645688,3.0379632086476116,3.1056100936111073,3.0140047086375263
65,pop_0,3.7202014333725737,2.7904157477518723,3.631110525380524,2.2927445180013044,3.0187601505136947,3.012435082604028
66,pop_0,3.526538700105991,2.841716715935507,2.855965782915023,3.478639576214723,3.137369887605409,2.7710091742631815
67,pop_0,3.5883484577965787,3.0201790910195325,2.710866102460008,2.80110580273783,3.362302346869163,3.2408297327883973
68,pop_0,3.238908995826655,3.016308548676561,3.5146185309213114,2.7363303460258903,3.129207633196475,2.741074903657356
69,pop_0,3.253292089528831,3.244011229849854,3.1029385862223657,2.9125754639365122,2.9589788423179804,3.169608903240765
70,pop_0,3.294624226338141,2.8807430337520477,3.426857074317331,1.9885774064679589,2.674935937076414,3.170836129160513
71,pop_0,3.7060919335012468,2.71836591082321,3.246604001232913,2.81762165742548,2.6447908417207873,2.928109680972873
72,pop_0,3.6235386098006312,2.7940503409660526,3.173236357464922,3.238772746451343,3.082961855166731,2.8067345564973376
73,pop_0,3.229671455466538,3.1543145919594493,2.5529539516122064,2.541944918661915,2.684464815094602,3.3412343496500245
74,pop_0,3.321264606626193,2.917526108160202,3.2253660748718427,2.7982219253720784,3.488958958015373,2.820496361108676
75,pop_0,2.7053206230318008,2.6053031805633706,2.798757097878793,3.1617014547944313,2.86443319870167,3.3031956781380556
76,pop_0,3.1947296653817547,2.923099214853155,3.1737094595832125,2.7409992431937695,3.185673057257314,2.3891697528233182
77,pop_0,3.359723086343934,2.1427921243793113,3.3467451573801634,2.571282607909314,3.1600544241602675,3.1320864925458793
78,pop_0,3.131370883489121,3.1133342546102205,2.9369950076216647,2.4471976529782355,2.940278753135139,3.0703456714537305
79,pop_0,3.6597487689247608,3.01100716360302,3.118875489475718,2.5762734429750194,3.1045964054284796,2.6752014588829334
