cell_id,population,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5
0,pop_0,3.4546877798358007,2.7555474371626825,2.3190075194566857,2.6437438578919337,2.9655879702014287,2.726227077325464
1,pop_0,3.1293663647749645,3.0390872958009587,2.937804702045892,2.7057376751549422,2.7297998748911185,3.2873294226469474
2,pop_0,4.094094356780885,2.9581133194660088,3.4025072097113434,3.0394826989954,2.9781062847944946,2.932234139459317
3,pop_0,3.0377263914497803,3.9800129925381182,3.1566698227740857,2.6353136294796267,2.9462067955506805,2.475227139345545
4,pop_0,3.0812109846679676,3.411437000997005,2.8521330456274394,3.055836412025427,2.8498582247902746,2.460539267124797
5,pop_0,4.052016607636639,2.1484391900494857,2.8317017614198408,3.218636107309261,2.813848132394078,3.0971407507866773
6,pop_0,3.342389492456212,2.76020285833594,2.6204144453432825,2.5950354446143344,3.0991413957412064,2.973567204992721
7,pop_0,3.3455612689057146,3.2567334216596864,3.060384837863349,2.828456608545186,2.714274068101186,2.518668030004337
8,pop_0,3.208060979339065,2.994699400682476,3.159947024286833,2.232885606319925,3.2753488265790165,2.419211610947447
9,pop_0,3.684395297938933,2.3042988840281553,2.8556571439923375,2.81602603481569,2.449042324128879,3.3925129640819214
10,pop_0,3.7084489502182025,2.018104482616265,3.5667004876424446,2.7852880925545014,3.698242890341979,3.360340854993624
11,pop_0,3.6605840833655656,3.838359991619617,3.0130647394327306,3.318169047906374,2.9091482144191496,2.8465214709080726
12,pop_0,3.4482044865940855,2.780035495392462,2.9626531416851094,3.058242386156509,3.65475783706167,2.8420284396373727
13,pop_0,3.279094175467036,2.428004790570402,3.292199669620339,3.2433563283120277,3.3122293495314445,2.6426046257389304
14,pop_0,3.057701784984254,2.789010022690936,2.457326110508111,2.482688806115344,3.10599058928117,2.8797232419753382
15,pop_0,3.6555949546186945,2.9879694325161266,3.0749420630157744,2.6932312472430446,2.818465010554214,2.4938951046597633
16,pop_0,3.6694412518026738,2.3499756350237058,2.6865905050590357,2.9383253713845674,2.344643443539543,3.2021511678402432
17,pop_0,3.395203017598214,2.853821780971459,2.551392453972475,3.192445820662719,3.322103193865932,3.0096822848353244
18,pop_0,3.726102323362905,1.5719260160084403,3.3252439821992197,2.670181422205186,3.2814373380630686,2.647967325298366
19,pop_0,3.294291287148982,2.640595300285159,3.5043396714574375,2.627835033008109,2.642052366480133,2.4609914430650925
20,pop_0,4.124163354026039,2.6725628849366947,3.4148207627800256,2.5608340030023267,3.1851835420153107,2.494542867671232
21,pop_0,3.103581134120824,2.536021007796652,2.950583891031965,2.756050622836285,2.9672477805299806,2.5987316358226935
22,pop_0,3.979408777114175,2.7698656418021432,2.799110257013174,3.0899802643555763,3.05490343116481,2.9513708357242603
23,pop_0,3.5502691838971594,2.754967959700968,2.844053596883436,2.284710910824316,3.063802673386065,2.58162516762021
24,pop_0,3.5081136778593396,3.1860227671752046,3.0553972524284245,3.2901539470114747,3.1044395275147294,2.9619170250268927
25,pop_0,3.289557221360268,2.3404006461792464,3.5871610446836377,2.8292818444663377,3.0855110817413944,3.3701121245195673
26,pop_0,3.763660853467692,2.2408170872204516,3.1546510923801994,2.542648704987018,3.1879142831734595,2.6676458680308155
27,pop_0,3.6402203429099558,2.145605761640871,3.028545601939354,2.672351708713359,3.009519539647004,2.3113425819290367
28,pop_0,3.4889232695492773,2.4683168151143247,2.6385555194117822,2.706887516361387,2.666682284203119,3.0224538472820885
29,pop_0,3.1297911675980954,3.4525096921288667,3.7086282198868235,2.8181144068065715,2.8942000172449767,3.014651818173697
30,pop_0,3.481210600822493,2.7870426969972195,2.823513939043737,2.6867382986787276,2.8890032916193236,3.3176530833282794
31,pop_0,4.044726936422704,3.0075513259100837,2.456803035529845,2.9489041747773914,2.7793584153890474,2.6867948983845675
32,pop_0,3.0625227229107908,2.850538433772728,2.635469527255249,3.1315963683071564,3.818049066317068,2.0523591307574156
33,pop_0,4.070611108212505,2.246420898894553,2.739974476808711,2.3802807201002962,3.0637672972784578,3.2306705118136083
34,pop_0,3.822777437340652,2.6483225699134416,3.0498835602401275,2.6732303096179857,3.1008968848430345,3.132703710851551
35,pop_0,3.5088403769457948,2.7659943596727072,3.182550282286496,3.554053478035158,2.596846930960411,2.9034808957879643
36,pop_0,3.222320905567655,2.941747312762838,3.0538002270473426,3.04447037300831,2.4894261012070826,2.8954911402057713
37,pop_0,3.0174804812447507,2.0809112639544454,3.4235193463532747,2.778538964336938,3.62920209868832,2.1378471302524606
38,pop_0,3.468188701954618,3.4579987188512566,3.150064821995502,2.9333564420026232,2.9083987930573407,3.1532539151752412
39,pop_0,3.587341655972382,2.496143520705915,3.2452595681125387,2.0406145931404516,3.283119624115902,2.4478562813943805
40,pop_0,3.1831231493110366,3.3069962211832746,3.2365954894525166,1.9883249913566856,2.4586809047131015,3.253113658218307
41,pop_0,3.4870129674462644,2.9695150283561498,3.374985595968281,2.9778778884282087,3.707083753046321,2.2502269767747154
42,pop_0,3.12578508318089,3.3933256367491986,2.995057585142096,2.9691539830203015,3.2549174221179773,2.5576521855527767
43,pop_0,2.988092755415622,2.7740890561109217,3.36241891985187,2.807941216407845,3.001784141264436,2.734807515874141
44,pop_0,3.3419357737965196,3.1577514734761936,2.8512853313730053,2.9591504940247546,2.586935580160261,2.19653812742476
45,pop_0,2.620964383493588,3.0807000310531656,2.6217265985842655,3.291844010422531,3.7932259773986323,2.8410238764138196
46,pop_0,3.20413647868577,3.1222892829529947,2.6804739446929373,2.5675065645150488,2.5667619387394915,2.8296278877563674
47,pop_0,4.14902861667058,2.0029361462330186,3.2761558873551078,2.251795388508166,3.418080881192379,2.5235806489607118
48,pop_0,2.9312937172275926,2.945365487751225,2.9818122485431418,2.9851583110278974,2.8758857657076957,3.569206232706697
49,pop_0,3.4265238859454725,2.5447430267632667,2.9371857151104472,2.6030681679769527,3.8167781102698335,3.114946252075361
50,pop_0,3.179794978821136,3.218891283477895,2.906395573555115,2.770009156313617,3.1236190992250736,3.0044784431155223
51,pop_0,3.6631716839089727,2.8456478312955906,3.280120638130278,3.7969988458763018,3.414842513488523,2.351504539316211
52,pop_0,3.0972194571673644,2.94449762200267,2.8453328966320446,2.7661239612636113,3.096992832375135,3.3754739972812327
53,pop_0,3.2901811995694357,2.8201582110266217,2.483163520499405,2.8032615929937967,3.4519017199537436,1.9505048780751237
54,pop_0,2.8185989484682614,2.841383542454558,3.1084896889215408,2.8242818935457077,3.1526918963083848,1.7518852251386108
55,pop_0,3.280426195423242,2.977040146552912,2.781555368924437,2.948759619623643,3.034155062984309,2.9654215503793258
56,pop_0,3.5617610004419302,3.107116562826708,3.6654889135403064,2.6961379517626676,3.1180450644963646,2.8036698759395997
57,pop_0,3.39765802797905,3.356897721117704,2.870253990637936,1.5944367375948154,3.4801225794903416,2.9375454461314616
58,pop_0,2.4780241808478225,3.0759869009669583,2.9610758752253155,2.893760769699361,3.107114624292999,2.209464466497579
