cell_id,population,gene_0,gene_1,gene_2,gene_3
15,pop_0,3.046329275760368,3.0261360798014594,4.210009031246425,2.4491770493473877
16,pop_0,3.4920095969745892,2.0435058874466905,3.457540202418853,2.199780351934981
17,pop_0,3.5416830297413524,2.8412570108107484,2.778868810058549,2.9117852487571003
18,pop_0,3.18046607754967,2.5621567509273526,3.0335002883782036,2.726997123602519
19,pop_0,3.81402754432941,2.8685393558573566,3.0235622480617503,2.5165254451540604
40015,pop_1,3.6056871673601525,2.6414268196994044,3.5670608027108726,3.4410076984371605
40016,pop_1,3.4763532304391127,3.693076283644138,3.075867837550229,3.1032706677162842
40017,pop_1,3.6807029080505274,3.62113338306322,2.179367144868019,2.7692166860579635
40018,pop_1,2.7681000153710875,3.8089689047528204,2.407968471364843,3.359376389760869
40019,pop_1,3.9050693667115555,3.6826006466725616,2.8508446132707754,2.770307113955465
50015,pop_2,2.7570554863208963,3.5612651119233245,3.859264731852105,3.1494730605905534
50016,pop_2,2.543286509308005,2.600618035185713,2.750356605630853,3.191047233891346
50017,pop_2,3.306272646743197,2.550973260295885,4.055727038951633,2.962850268656587
50018,pop_2,2.961022535931921,2.2243155641700936,3.4608615550990365,2.924323551338494
50019,pop_2,3.581280873694415,2.5468313605701023,3.70394149291572,3.475085169077525
60015,pop_3,3.637880318963202,2.907066655566269,2.5889816091940734,3.149554847095811
60016,pop_3,2.9602548437644147,2.7325281953983556,2.908044229679349,2.9822090872886142
60017,pop_3,3.1955878087554237,3.220116477211596,2.5999896702452654,3.238697800082341
60018,pop_3,3.478960141359743,3.0741861982865917,2.542685367184928,3.042530754149902
60019,pop_3,2.9755070492326277,3.168829966168427,2.2411836907070604,2.3737587574288184
70015,pop_4,3.217218319650094,1.9700382239087382,3.214913609364848,2.167155365240221
70016,pop_4,3.2024100458256433,2.64447350675801,3.4441445172418717,2.8525913632012956
70017,pop_4,2.61790099935716,3.3675742513750118,2.625788307105204,2.502745559229515
70018,pop_4,3.116906450337935,3.3210978628040757,2.8120015738761466,2.3779706205860043
70019,pop_4,2.7227397284323187,2.2882392378709366,2.9769695126688633,2.5022623159867443
