cell_id,population,gene_0,gene_1,gene_2,gene_3
60,pop_0,3.5447887923137196,2.4841113463812623,3.3018118856213627,2.79821879652519
61,pop_0,3.4329983903244004,2.8430789723726364,3.331884290401693,3.059705147844001
62,pop_0,3.548230577155875,2.703955424664521,3.3923193797845737,2.5630447508895977
63,pop_0,3.302931682462752,2.6832359976578997,3.210399736162514,2.570904646206431
64,pop_0,3.1844426358442894,2.912257946209875,3.1828384209573746,2.600857718640911
40060,pop_1,3.7718107151226294,2.4823062888511944,3.627871195521775,2.631599243991829
40061,pop_1,3.5672135490394155,3.104101000018269,2.707080521311645,2.976594237475606
40062,pop_1,4.041168003531383,3.212320475422575,2.6184529559713448,3.587933828642385
40063,pop_1,3.6162128663899944,3.0991130677066496,3.492806312758496,2.7685791912270057
40064,pop_1,3.240065578079684,3.0335260609220405,2.975711715749547,3.0199177231168015
50060,pop_2,2.5920775305095907,3.2206135080929736,3.603663820621129,2.677846344010983
50061,pop_2,2.8683369226590814,2.64175458789946,3.120014955760113,2.435214250903516
50062,pop_2,2.9575302415654323,2.91007173958861,3.316495246467164,2.757909147912545
50063,pop_2,2.8486423971746633,2.88896400969008,3.6118626698488554,3.0350097112293337
50064,pop_2,3.0901611371246447,2.83911706533841,3.5395243485485266,2.636663035789148
60060,pop_3,3.0646201498526096,3.2009063275852196,3.404213564407464,3.2135094494781766
60061,pop_3,3.0545165471555284,2.8280235682194124,3.056765759908298,3.2742109979265215
60062,pop_3,2.9313988002266598,3.078657841340542,3.1385660888692186,3.0505814105351114
60063,pop_3,3.0123912079501896,3.041102923827032,3.4277503801260534,3.5396604082308616
60064,pop_3,3.0127533549226366,2.9809930014421537,3.519864001050634,3.355997336318856
70060,pop_4,2.998726585393456,2.975153480872058,3.066670695096316,1.9429756870528714
70061,pop_4,2.9365148391379443,2.761941326478749,3.309865547847527,2.27691303496468
70062,pop_4,2.582743172887426,2.90437345359458,3.30231797466857,2.47753375599656
70063,pop_4,2.988021210156809,2.8659363439013,2.8268655510508376,2.6457661979287366
70064,pop_4,2.886943193497953,2.43831569975727,3.5980295694130735,2.6395308975137977
