cell_id,population,gene_0,gene_1,gene_2,gene_3
0,pop_0,3.1418121221799686,3.0062522882491414,3.9696453157177087,2.992217662486504
1,pop_0,3.144568821999056,3.377128714043079,3.343725167029759,2.798903546568694
2,pop_0,3.743396279442591,3.360214368995161,3.2086256812125806,2.13730950219001
3,pop_0,4.3308948294384635,2.3548304379113194,3.1376546096512286,3.193108009521337
4,pop_0,3.795396201503486,2.845452416198671,2.6015577491837214,3.317462428276227
5,pop_0,4.69035097304846,2.1436039748143263,3.8448877701082536,2.340536916327181
6,pop_0,3.7291153536245516,3.2767644883418705,2.907385563656657,2.4054013472405305
7,pop_0,3.785906445330811,3.3033013844804566,3.676130784499518,2.6870139354534475
8,pop_0,3.3242841336688924,3.468921769585948,2.762534975363311,2.3052065930756243
9,pop_0,3.9288092170592437,2.680600230923366,3.53548250505219,3.0896454839795675
10,pop_0,3.0511442964043063,2.470387056056457,3.6692067489736933,2.019828858319662
11,pop_0,2.9861374218870123,2.7410370825178987,3.282963806335992,2.34835282381404
12,pop_0,4.1340828086921295,3.050541341643678,2.129700742490977,2.8037613217999002
13,pop_0,3.1104901649064973,3.4339821887589435,2.800228483070745,3.248990776803943
14,pop_0,4.409875950372869,3.176545939324583,2.7635350085627195,3.4076690738435444
15,pop_0,3.136179830190377,1.832302337137326,4.03130883835966,3.077361124847668
16,pop_0,4.186729545444701,2.7926185601367557,3.2787793542201418,2.4112452396652038
17,pop_0,2.743694521765636,2.830104974675269,2.582122555030008,3.355699236575727
18,pop_0,3.6891393081002977,2.06294154888704,3.268664253400575,1.6944701232281065
19,pop_0,3.479948104102399,2.924470241617746,3.0340147600364165,1.7769467485084705
20,pop_0,3.307159047198922,2.417171184549125,3.6645588428628377,2.9121826828028734
21,pop_0,3.324878490583596,1.812488094093613,2.897861695441706,3.198926271157814
22,pop_0,2.3806198803363143,2.1076859068474656,3.0118671285170984,2.0383958573357157
23,pop_0,3.9905892553844207,2.8073712741013868,4.060737611624808,3.2188119253307264
24,pop_0,4.294327195099468,3.1948602524132586,3.3966978824110003,3.1345870617231393
25,pop_0,4.21430431621889,2.6771929948648765,3.1696188444364735,2.5578224336790383
26,pop_0,2.950534810829296,2.6528418791225143,2.908432959589274,3.4376858543685205
27,pop_0,4.4742283458408565,2.385810760528567,3.1600558836314563,2.2571917985556267
28,pop_0,3.2809983410249677,2.812994709015057,2.9666049902572365,3.437991590968946
29,pop_0,3.418426792760363,1.9800197792281629,4.1896882242363125,3.212860812484417
30,pop_0,4.326438482664659,3.2768482463194206,3.2788650098838574,2.6789995189775477
31,pop_0,4.049966187872867,2.369462279862463,3.8838994366115016,2.97293691423631
32,pop_0,2.8379320165421005,2.822149968120833,3.251830598622266,2.746876080666293
33,pop_0,4.075132536997438,2.807516986662314,3.747924994088104,2.203082127089618
34,pop_0,3.309827400754217,2.316209415094165,3.3360602265341583,2.038384005475377
35,pop_0,2.546866439304134,1.7000325493645128,3.5277509713177433,2.024542963174283
36,pop_0,3.5935377508063437,3.1989190910336296,3.0536631769080618,3.334365580277457
37,pop_0,3.5183127530553877,1.9214729233735643,3.7650026038033397,1.88006077965552
38,pop_0,3.593265529162655,2.9422824024342926,2.119172327565243,3.0354319752114987
39,pop_0,3.030426951616617,2.4505631340689122,3.265183526570133,3.3842478962894402
40,pop_0,3.362932160824545,3.1365330498577535,3.0790385769370094,3.14483532047645
41,pop_0,3.3604779837227907,2.948968106729513,3.502021518432708,2.7364511910358655
42,pop_0,3.9461197778611004,2.9709490497832025,2.5603902483239636,1.9026673098640041
43,pop_0,3.6332864589294642,2.772677576737399,2.946779326935321,2.658651095868908
44,pop_0,3.4160798219364246,1.9925248898272239,3.2242404791271517,2.346106583717902
45,pop_0,3.6191245847752214,2.7550070916010863,2.6355216815702636,2.7176245810144244
46,pop_0,3.7510500890161693,3.2469699599649346,3.667050358910959,2.7257512643871835
47,pop_0,3.8557836257640146,2.050423002319158,3.2267144578417386,3.663505550361582
48,pop_0,3.2275285707979324,2.6462965314841216,4.032102143822455,3.8703600592312055
49,pop_0,3.606098170359055,1.5475091341511706,2.249845331232876,2.6305571120896407
50,pop_0,3.3684196854334845,2.7197116932252943,3.9170276964275326,2.5230055529838316
51,pop_0,3.4566921484540027,3.3358570189178565,3.8083710260780026,2.9359381977009074
