cell_id,population,gene_0,gene_1,gene_2,gene_3
0,pop_0,3.5071431467248537,2.599307891712911,2.944926175937862,2.5270670824924455
1,pop_0,3.532594573398863,2.9263955547682956,3.1262951589362107,2.519439791471843
2,pop_0,3.389300479378743,2.5081493621713613,3.4035628605590658,2.428175435194828
3,pop_0,3.5970895197033674,2.697938901057112,3.10799700865605,2.7603859384833282
4,pop_0,3.568383075388953,2.7479858399470647,3.0460820243632085,2.663192183839987
5,pop_0,3.3856165193901284,2.7189117441961757,3.3602890977428803,2.597506453786815
6,pop_0,3.4318581160174464,2.6607670367361957,3.152744414558601,2.5669194532593904
7,pop_0,3.2985759307158404,2.767215859094369,3.6886324623925524,2.507499933949695
8,pop_0,3.2227138285929446,2.700584574385147,3.492259421791411,2.8598438429056117
9,pop_0,3.2025413012544233,2.5418986008889606,3.5093678243412074,2.668676278808278
10,pop_0,3.8217538007215897,2.206542946863688,2.944775402915901,2.754956398743379
11,pop_0,3.3557999413709085,2.5442130017027416,3.4095323866870344,2.498785254539343
12,pop_0,3.870121897227615,2.697354629668066,3.3706236701327095,2.781392049806391
13,pop_0,3.6356082989953022,2.3236276826644353,3.4283644306694314,2.89091959446484
14,pop_0,3.631270655585306,2.8052487555162777,3.617371865497009,2.630914438665724
15,pop_0,3.073754611112173,2.9143273172420088,3.423715235787204,3.0160444567221516
16,pop_0,3.244186763613219,2.667324017980375,3.445350913389303,2.4940527614700807
17,pop_0,3.1938518725333043,2.8810096718050677,2.7812144542834973,2.4272795220320096
18,pop_0,3.582157195897496,2.9446598745577393,2.8859791256232503,2.8610324029705407
19,pop_0,3.2525941852662377,3.203552435714328,3.424489957541311,2.725804640029912
20,pop_0,3.987934167592572,3.162884534737486,2.9257060115807416,2.6517301810699387
21,pop_0,3.0434851151537465,3.0720996153447238,3.3773689763994676,2.560814587557496
22,pop_0,3.501090515624077,2.3933595969011074,2.9736909285664823,2.632984211618221
23,pop_0,3.681402312741423,2.3037791361551387,3.1937954267280615,2.9352295656875804
24,pop_0,3.9234967615498615,2.810224422172604,3.354981461345632,2.2695857086471367
25,pop_0,3.121359011152264,2.6775239082935323,3.347039966639074,2.824015478914197
26,pop_0,3.1357806142506917,2.651050548021182,3.4413092528412927,2.528302718725426
27,pop_0,3.535664457137532,2.605186756841367,3.772755718510396,2.495926189861424
28,pop_0,3.9421213602084255,2.5547205984538497,3.074563365947046,2.383907725665768
29,pop_0,3.208590380005928,2.8789897071305526,3.321708203155995,2.4041115995396676
30,pop_0,3.862126210815922,2.976851372226172,3.236992464440755,2.7553217509313424
31,pop_0,3.578190699651272,2.81200809096386,3.2030796315145564,2.6036321243233354
32,pop_0,3.6106549578647065,2.6401259903539316,3.581350983961327,2.879001480866415
33,pop_0,2.8587866720679265,3.137408897076227,3.4634750222837,3.174504769480098
34,pop_0,3.7585654152777903,2.395347600853133,3.2708964832036056,2.3962120606192503
35,pop_0,3.3259401367340753,2.448752623511693,3.167696415319963,2.7349469762072274
36,pop_0,3.3496601860911785,2.9996698442495835,2.9360290905528936,3.1677906008772387
37,pop_0,3.255757595272664,2.5268692703359528,3.186776780905829,2.5036545934352517
38,pop_0,4.019361547287922,2.6653300113487775,3.3776439118030352,2.6694254862450255
39,pop_0,3.31623096461661,2.556704534122293,3.21337181484226,2.8047202948660037
40,pop_0,3.3528041247688343,2.519539686784821,3.513983413060984,2.1660032102768727
41,pop_0,3.5304979748993777,2.4031811605010645,3.449186041783017,2.8706007301621788
42,pop_0,3.5115520762193952,2.5691904143106243,2.6707723124604597,2.700701299287206
43,pop_0,3.4603560318507807,2.675483830146171,3.365694036289146,2.758918727359483
44,pop_0,2.736907547225749,2.911974389565199,3.601565836903923,2.907516385715867
45,pop_0,3.445063562164093,3.02584328601941,2.9912586788680833,2.80743438288842
46,pop_0,3.2403025523089504,2.705661013661694,3.0366816984494105,3.125399785633276
47,pop_0,3.865851310250061,2.4354732222227864,3.3217974135013897,2.2801631940030576
48,pop_0,3.310021704502124,2.955429460916753,3.138531326146417,3.0917792630095855
49,pop_0,3.215481102589811,2.6438946737516913,3.149494544715259,2.67341230786518
50,pop_0,3.5580621146480924,2.5228869045274953,3.5028443086557894,2.9561414659822947
51,pop_0,3.138080707874453,2.432592896299476,3.4401271046402275,3.1211256792895434
52,pop_0,3.2569401412801398,2.4610616671637517,3.463247196479144,2.8308835931272194
53,pop_0,3.504277235817977,2.554325666346617,3.2624978536378606,2.684648664189088
54,pop_0,3.3320310041772316,2.792413410815197,3.4977408130299312,2.7452948985629515
