population,time,method,sliced_wasserstein,gene_0_w,gene_1_w,gene_2_w,gene_3_w
pop_0,0.0,destructive,0.0394015307849111,0.01949681087911001,0.020632078974955587,0.034002008597847716,0.05394331051145413
pop_0,0.0,gaussian,0.5423244437499934,0.740766844313518,0.7844131743791385,0.3188672738296422,0.15509805561565518
pop_0,0.0,kde,0.5383181839551584,0.7375579783800685,0.7849315651761516,0.2923876062260039,0.13514521757405015
pop_0,0.5,destructive,0.017395698905312458,0.009965220275249077,0.012240565670884397,0.013870138589463697,0.015678539045981255
pop_0,0.5,gaussian,0.5547324082130954,0.7605789020959819,0.8002781035179363,0.3069847724128727,0.1554944405754347
pop_0,0.5,kde,0.5492155755714654,0.7541332906388931,0.795416162913597,0.30015057426442726,0.1232910665507471
pop_0,1.0,destructive,0.01534697631575422,0.010820820755990904,0.015064450456839672,0.011032975136337664,0.006833285293582116
pop_0,1.0,gaussian,0.5492185992536239,0.7497715107637355,0.7968544590273203,0.3226777381702239,0.11194570858648216
pop_0,1.0,kde,0.5430068980951874,0.7481342080396838,0.7813817555711922,0.31520070150963203,0.10689315444742722
pop_0,1.5,destructive,0.012594645163292202,0.00971842945565198,0.010361844798549593,0.004422203167592008,0.007788135799818845
pop_0,1.5,gaussian,0.5559083204950546,0.7671850763419963,0.8015772988378346,0.31099290616251024,0.12340644260174088
pop_0,1.5,kde,0.5519426900843467,0.7636855424777291,0.7906597538908965,0.3122592240194017,0.12876597647500487
pop_0,2.0,destructive,0.015021790712929793,0.01037531563528529,0.008518128114680397,0.014632448126033383,0.012455726677337239
pop_0,2.0,gaussian,0.5529829112519723,0.7609571764264306,0.7979589223919019,0.31554375011148633,0.13021043040488967
pop_0,2.0,kde,0.5534362124868968,0.7645567377145996,0.7962133276747326,0.3124623300406171,0.1194866848441414
pop_0,2.5,destructive,0.011497300297145074,0.007592971299896736,0.006355884113025418,0.007222177013521271,0.00542476697018201
pop_0,2.5,gaussian,0.5523315697412916,0.761384873351561,0.7964492607253324,0.3140611448603762,0.1284445368691039
pop_0,2.5,kde,0.5509537960851287,0.7672904501229265,0.7842030806023947,0.32175015910636817,0.11386046934325239
pop_0,3.0,destructive,0.011757745774420762,0.008157251514369097,0.009002125264311907,0.004988280733757713,0.008784079359247368
pop_0,3.0,gaussian,0.5528184969702058,0.7638114265890612,0.797245939880599,0.3136179050261446,0.1149877881678489
pop_0,3.0,kde,0.5491805300232457,0.75520304542013,0.7962506241691171,0.3054038175894628,0.1229750609157931
pop_0,3.5,destructive,0.012347979454906371,0.006472903559199419,0.007066002843312496,0.006679284650937479,0.014194430831027536
pop_0,3.5,gaussian,0.548290834425125,0.7602733376872927,0.7870542259614066,0.30501484832991443,0.12776921247415568
pop_0,3.5,kde,0.545908131806173,0.7625504683219968,0.7759266202689896,0.3034044742172593,0.12751268969392332
pop_0,4.0,destructive,0.01244140349324887,0.009737700588473716,0.007643505803475838,0.008344429265473173,0.011623397323825144
pop_0,4.0,gaussian,0.5536334068795398,0.7662829156404904,0.7911898535532453,0.3272593792680371,0.1252967299569056
pop_0,4.0,kde,0.5552984021754243,0.7628335611247818,0.8041803310359151,0.3166075335189675,0.12404466109126205
pop_1,0.0,destructive,0.03132647901016617,0.016355407719707546,0.018330624621734584,0.03865021787447317,0.019627636233049767
pop_1,0.0,gaussian,0.18142144065354762,0.13936129826843285,0.12427473779101578,0.06149054452023607,0.30871558435970464
pop_1,0.0,kde,0.19437996988003134,0.1336448166977393,0.13937306780245273,0.027833712479480122,0.33708106604329613
pop_1,0.5,destructive,0.01887651068772169,0.01594428280302014,0.01719908295594639,0.00764378070078387,0.01273549071753963
pop_1,0.5,gaussian,0.19846994815213648,0.14271600702073567,0.13763155126579643,0.060568189441956216,0.32408642683264377
pop_1,0.5,kde,0.18551966091984798,0.12306549071393544,0.11812808168485482,0.07007754093745204,0.31564213479822
pop_1,1.0,destructive,0.01515635480850211,0.013005673567301094,0.01581809485385192,0.00835972170954478,0.007910756055532358
pop_1,1.0,gaussian,0.1986455135261905,0.15095346145463423,0.12888625787963517,0.04725901360311334,0.3282607628385288
pop_1,1.0,kde,0.18897893867231685,0.15040758671706078,0.1184756946010008,0.0775875950877366,0.30837368315265545
pop_1,1.5,destructive,0.015238551129168868,0.005979385059589484,0.00845960867594212,0.00734720859199377,0.015996117003735613
pop_1,1.5,gaussian,0.2020543600487525,0.1552166701104873,0.136389836426075,0.06718825526706718,0.331991387667379
pop_1,1.5,kde,0.19476685500996405,0.14931626005778056,0.12313214403560842,0.07571573747940823,0.3246250646609619
pop_1,2.0,destructive,0.017109269923143607,0.015155571409802813,0.014907782164532405,0.011365543239465325,0.010572347973015992
pop_1,2.0,gaussian,0.19296493452378014,0.13241126492707195,0.1279021862987763,0.06256923756673612,0.3263231223571162
pop_1,2.0,kde,0.19094242406844067,0.12132475323598849,0.11222832227649615,0.07439677094719915,0.3338535923573639
pop_1,2.5,destructive,0.015277175857652862,0.012134589042732614,0.010505541525443701,0.009548960593990161,0.013290410339267752
pop_1,2.5,gaussian,0.19433248538545592,0.07786166426741561,0.13756262954930537,0.1495126570898958,0.32370416802357216
pop_1,2.5,kde,0.1928257733248864,0.0729295382859507,0.12285824458747113,0.14054991897800917,0.3292737181173933
pop_1,3.0,destructive,0.018706624659089472,0.014624555998861293,0.02189134953079397,0.007683285375407859,0.01186287417114815
pop_1,3.0,gaussian,0.19771429571644494,0.08138160935346361,0.13192901273471483,0.1455933392342489,0.3337926117867447
pop_1,3.0,kde,0.19376060967089487,0.0720771368646563,0.12134490008157539,0.1537240582174742,0.32914800211486284
pop_1,3.5,destructive,0.014996669171366562,0.00906790497046412,0.008972008830068958,0.005084374374016532,0.01896594604282858
pop_1,3.5,gaussian,0.1914591517293775,0.08036799209477145,0.13032703235661608,0.1141220116748673,0.3303688691035372
pop_1,3.5,kde,0.1895470787383568,0.07178139801614429,0.13299274632166944,0.13828282606804904,0.3203289131308024
pop_1,4.0,destructive,0.016628618028801882,0.010068898673045095,0.013614217378784054,0.007602350536361992,0.014788929866424928
pop_1,4.0,gaussian,0.1892840799780243,0.0926677875947512,0.12406915256694429,0.09246957972160022,0.33328558759251053
pop_1,4.0,kde,0.1847249207810302,0.08935552416257854,0.12813289768522537,0.11244349923045266,0.31791297536307417
pop_2,0.0,destructive,0.026274633929231715,0.01596030093349529,0.0091198851366117,0.013288325929783587,0.024396979091135723
pop_2,0.0,gaussian,0.376600793221795,0.22382243728486256,0.3743299566387229,0.6385096492905393,0.11098158971726918
pop_2,0.0,kde,0.36998031094812817,0.1770552296671814,0.33265296043350556,0.6557393277170254,0.0926216134617823
pop_2,0.5,destructive,0.01765101889853368,0.010797740094820252,0.014155768064743036,0.009522438953477732,0.012430354279009265
pop_2,0.5,gaussian,0.37972020051505984,0.1908396364369201,0.35967590763432095,0.6550185980215214,0.12150544920235316
pop_2,0.5,kde,0.3889202480039313,0.2022078999258616,0.36254447011360413,0.6688539008208052,0.10844966397468657
pop_2,1.0,destructive,0.013597636700476829,0.004699985530601491,0.009160791431080909,0.011798282435295395,0.006196784053141772
pop_2,1.0,gaussian,0.38741800669714643,0.21190072084965314,0.3507231107536851,0.6637792502391149,0.11151650927133563
pop_2,1.0,kde,0.3815534679339316,0.1990568628036794,0.3662990844846975,0.6472754251606129,0.10971042779994904
pop_2,1.5,destructive,0.01657607313338663,0.00798486932249825,0.005695599994509132,0.021335565660712583,0.011497639992975529
pop_2,1.5,gaussian,0.3900431606733295,0.19951834183620776,0.3696657896783554,0.6630442000600361,0.12145071723096527
pop_2,1.5,kde,0.390954848848695,0.21698573660310483,0.3650528089867732,0.6527857534392225,0.1358402272013093
pop_2,2.0,destructive,0.01383951411120168,0.0055501878903572695,0.007097771367371414,0.01755638945108346,0.0056701280336851866
pop_2,2.0,gaussian,0.3885438479910518,0.22338115863067082,0.36493753610673707,0.6592640730800465,0.09886607010185312
pop_2,2.0,kde,0.38362318533237316,0.21904172233525654,0.35256167631612684,0.6415776120743959,0.12637576291272523
pop_2,2.5,destructive,0.015211058552202797,0.009681344208960708,0.004297595121406903,0.012644932967082209,0.01654766127226002
pop_2,2.5,gaussian,0.2902870869677407,0.23276384663423444,0.37937013800473207,0.3827599466233904,0.05134473001544373
pop_2,2.5,kde,0.2850198022159112,0.22635021347597062,0.35875306301780363,0.38414399661942533,0.06753752981834332
pop_2,3.0,destructive,0.013163168464245797,0.007158342389126087,0.0132273391857056,0.009355762785307097,0.007084123879509655
pop_2,3.0,gaussian,0.28943132491357393,0.24789215667313746,0.36637634956450993,0.3819444826704529,0.04932628298172312
pop_2,3.0,kde,0.28012629660981114,0.21149824338837966,0.36349321709535987,0.3732420000396357,0.06619326230509959
pop_2,3.5,destructive,0.015558509643586679,0.008973438503579373,0.00892174495903807,0.019903290075579533,0.012320550805475408
pop_2,3.5,gaussian,0.30832354401029893,0.23453985521861823,0.3698328604195408,0.44747869075898256,0.05529205329758574
pop_2,3.5,kde,0.3230527529234196,0.24921763777563255,0.36712911212278787,0.4696009694995059,0.07176210615116115
pop_2,4.0,destructive,0.014275099089782596,0.0058433756494055585,0.010907512648414022,0.01575620017639545,0.012194857601137447
pop_2,4.0,gaussian,0.33455314800766195,0.21694711431792685,0.3748355178988716,0.523241471348266,0.07742818151488326
pop_2,4.0,kde,0.3379499738535217,0.2296826549730427,0.3676122300268985,0.5237097788900236,0.0831099951368616
pop_3,0.0,destructive,0.025570870423075598,0.012089001323225301,0.02435921942053416,0.01678803986610752,0.015316123182718152
pop_3,0.0,gaussian,0.5396346413213017,0.21310083813736064,0.31283497565395263,0.7873437224366061,0.648271448134702
pop_3,0.0,kde,0.553415315383648,0.22626692654209735,0.34257629330239303,0.8273624976030451,0.6249959874124293
pop_3,0.5,destructive,0.01809057235485133,0.007646821065588311,0.012404557052983992,0.015689566021189573,0.017206125010234812
pop_3,0.5,gaussian,0.45165526779072224,0.20751775434115727,0.3048881745907508,0.5383210398266467,0.6334862353635539
pop_3,0.5,kde,0.4717448108788683,0.22758261258662665,0.32578318609199475,0.5368627566406405,0.6707553742157513
pop_3,1.0,destructive,0.012544986488833268,0.007151029780535934,0.008908792464098295,0.007294606841479339,0.00892610535373767
pop_3,1.0,gaussian,0.39384736598825837,0.24315659208357968,0.3374899923785003,0.07654010342214392,0.6653464071563668
pop_3,1.0,kde,0.3892062096561346,0.25355230938131423,0.3309028460105222,0.06474777142057694,0.6490937518691515
pop_3,1.5,destructive,0.014584146419216655,0.006705960546196604,0.008666803042926677,0.006954902240502895,0.012679911720470978
pop_3,1.5,gaussian,0.5826617683787053,0.267930571106304,0.34657336800251165,0.8036741105359606,0.684724739587426
pop_3,1.5,kde,0.5753355950421672,0.25589362331908305,0.3287000658636504,0.8112764100355968,0.6619742316869955
pop_3,2.0,destructive,0.01322943610904051,0.005649074707916574,0.01170268014863652,0.007543906343636031,0.010504208452848635
pop_3,2.0,gaussian,0.9252162023140464,0.29445488934873776,0.34880769965637226,1.6076813003132095,0.6768250397822975
pop_3,2.0,kde,0.9239071220123976,0.28305781470504743,0.35298651986306206,1.601881460840694,0.687453394201828
pop_3,2.5,destructive,0.01275278288992589,0.0037352203279764165,0.00567367072599322,0.011243645983778245,0.0078889576051708
pop_3,2.5,gaussian,1.3102809743586707,0.28012072297969215,0.3611644706214535,2.417471320395525,0.6730484303092981
pop_3,2.5,kde,1.3131285793687393,0.2981090470785108,0.36755957251001853,2.4199296271612347,0.6706646846337679
pop_3,3.0,destructive,0.01335455378394476,0.00684729713231189,0.006714046015480293,0.0071510544814141755,0.0183751811879573
pop_3,3.0,gaussian,1.725353135585397,0.29926858391412536,0.364742232664143,3.2543134634761723,0.6982144894107727
pop_3,3.0,kde,1.7217850264128738,0.29643643403175624,0.35483918946672255,3.2519175007457726,0.6826544732599618
pop_3,3.5,destructive,0.01488970891459184,0.004191569461854296,0.01315233197035674,0.009609012785863714,0.011009325338295598
pop_3,3.5,gaussian,2.149331443557244,0.30376597150585405,0.359698482450279,4.105936110873911,0.6861567859738329
pop_3,3.5,kde,2.1448031599984727,0.31231804673807106,0.36562077805888843,4.0930174970050555,0.7028487638099745
pop_3,4.0,destructive,0.012926945914558747,0.01048320509367167,0.011105378068849727,0.006198832791987045,0.008488361243802364
pop_3,4.0,gaussian,2.5804561793324896,0.3143805474786714,0.3773289829546507,4.957577166183803,0.6959995332089888
pop_3,4.0,kde,2.573610721865579,0.3052531654531082,0.39640536853309893,4.938269563365361,0.7187793326526497
pop_4,0.0,destructive,0.027266069324327766,0.01773177818546244,0.01278922390949834,0.022694642156633877,0.013654267315738263
pop_4,0.0,gaussian,0.2232235200828169,0.06499778547243866,0.15294283670223927,0.41956394073932524,0.09205252253987131
pop_4,0.0,kde,0.24617109450189537,0.06487700785310055,0.1560366456895633,0.46801664094947665,0.0705618766044592
pop_4,0.5,destructive,0.01761296626371423,0.01164656705592216,0.016085985644647235,0.008985685285827947,0.009505919605932295
pop_4,0.5,gaussian,0.24325601035801064,0.08627703081852553,0.14012722012637102,0.447120389084356,0.08736197092590371
pop_4,0.5,kde,0.24215249402799213,0.11573655836097255,0.14082784789868705,0.4302285920875964,0.10506350989602396
pop_4,1.0,destructive,0.01522064763854571,0.0075430581168854085,0.018384398418722792,0.009776003247322395,0.009410340208902886
pop_4,1.0,gaussian,0.23631920666864542,0.0989390709088824,0.14068953573242826,0.4264907884615564,0.10351594019896476
pop_4,1.0,kde,0.24286014802603262,0.10435163076787635,0.14326679956279686,0.4360391485877037,0.1006563180544749
pop_4,1.5,destructive,0.01598972242149078,0.014320626665610802,0.0063884353225788825,0.01743421258910675,0.01362092221433299
